,name,class01,class02,city,county,askContent,askLen,askTime,ansOrNot,ansDpt,ansContent,ansLen,ansTime,ansDpt2,ansContent2,ansLen2,ansTime2,scUrl,askCon_cutted,ansCon_cutted,tfidf_askCon_key_word,tfidf_ansCon_key_word
10,hpv疫苗排队查询,医疗,咨询,成都,双流区,请求帮忙查询双流区第二人民医院hpv疫苗订阅排队名次。,27,2022-03-09 08:10,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944359,请求 帮忙 查询 双流 区 第二 人民 医院 hpv 疫苗 订阅 排队 名次 。,,"['hpv', '双流', '名次']",
11,成新蒲快速路与星空路跨线桥路面问题,交通,投诉,成都,双流区,成新蒲快速路与星空路跨线桥出城和进城方向上桥处，道路不平，影响驾驶舒适性，望整改。,41,2022-03-09 08:13,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944360,成新 蒲 快速路 与 星空 路 跨 线桥 出城 和 进城 方向 上桥 处 ， 道路 不平 ， 影响 驾驶 舒适性 ， 望 整改 。,,"['线桥', '成新', '上桥']",
12,人行道占道经营卖菜、车辆乱停车市政不作为,治安,投诉,成都,双流区,双流区九江岷江路这一段（锦绣楠郡小区外面的商铺门口），早晨很多卖菜的小摊贩直接在人行道经营，摆满了路面，行人根本无法通行，同时马路的车辆乱停乱放，再加上早晨上班高峰期，导致1百多米的一段距离，车辆需要走接近10分钟，这么久了城管也没有管理过，是允许车辆乱停乱放，还是允许小摊贩随处经营？,143,2022-03-09 08:25,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944361,双流 区 九江 岷江 路 这 一段 （ 锦绣 楠郡 小区 外面 的 商铺 门口 ） ， 早晨 很多 卖菜 的 小摊贩 直接 在 人行道 经营 ， 摆满 了 路面 ， 行人 根本无法 通行 ， 同时 马路 的 车辆 乱 停 乱放 ， 再 加上 早晨 上班 高峰期 ， 导致 1 百多米 的 一段距离 ， 车辆 需要 走 接近 10 分钟 ， 这么久 了 城管 也 没有 管理 过 ， 是 允许 车辆 乱 停 乱放 ， 还是 允许 小摊贩 随处 经营 ？,,"['小摊贩', '乱放', '车辆']",
13,刚修的人行道可以乱停车吗？,交通,投诉,成都,双流区,临港路一段8号翰林上岛小区外面人行道才修好在养护中，天天都有车开上去停，没有人管，那个路上不能停车的，压坏了哪个负责。难道没有办法了吗？,68,2022-03-09 08:29,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944362,临港 路 一段 8 号 翰林 上 岛 小区 外面 人行道 才 修好 在 养护 中 ， 天天 都 有车 开上去 停 ， 没有 人管 ， 那个 路上 不能 停车 的 ， 压坏 了 哪个 负责 。 难道 没有 办法 了 吗 ？,,"['开上去', '人管', '压坏']",
14,简阳蜀都大道,拆迁,咨询,成都,简阳市,请问简阳蜀都大道东延线四标段什么时候拆迁,20,2022-03-09 08:34,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944363,请问 简阳 蜀都 大道 东延线 四 标段 什么 时候 拆迁,,"['简阳', '东延线', '蜀都']",
15,环境污染问题,环保,投诉,成都,市委书记施小琳,我要投诉四川金堂淮口阿坝工业园区，巴德社区附近一家提炼矿物油的厂，隔三差五就会排放浓度臭气。臭气经常弥漫巴德社区，严重影响居民生活及健康。多次向环保局，市政府反映，可是问题依然不能根本解决。反映了管几天，过段时间厂区又开始排放污染臭气，请问一下市领导能否重视一下，从本质上把问题解决了，还老百姓一个健康的生活环境。,157,2022-03-09 08:42,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944364,我要 投诉 四川 金堂 淮口 阿坝 工业园区 ， 巴德 社区 附近 一家 提炼 矿物油 的 厂 ， 隔三差五 就 会 排放 浓度 臭气 。 臭气 经常 弥漫 巴德 社区 ， 严重 影响 居民 生活 及 健康 。 多次 向 环保局 ， 市政府 反映 ， 可是 问题 依然 不能 根本 解决 。 反映 了 管 几天 ， 过段时间 厂区 又 开始 排放 污染 臭气 ， 请问 一下 市 领导 能否 重视 一下 ， 从 本质 上 把 问题 解决 了 ， 还 老百姓 一个 健康 的 生活 环境 。,,"['臭气', '巴德', '社区']",
16,成都高新锦欣爱嘉九价,医疗,咨询,成都,高新区,麻烦问一下2021年10月25日08：57：20在约苗上订阅的成都高新锦欣爱嘉的九价疫苗，截止目前为止，前面还有多少人呢，预计什么时候能到我接种疫苗呢,75,2022-03-09 08:59,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944367,麻烦 问 一下 2021 年 10 月 25 日 08 ： 57 ： 20 在 约 苗上 订阅 的 成都 高新 锦欣爱 嘉 的 九价 疫苗 ， 截止 目前为止 ， 前面 还有 多少 人 呢 ， 预计 什么 时候 能 到 我 接种 疫苗 呢,,"['疫苗', '2021', '10']",
17,新都区新繁街道蓝湾公馆临路的地方噪音巨大,环保,求助,成都,新都区,我是新繁街道蓝湾公馆的一个业主，房子临成彭路，小区门口为什么不设红绿灯，不设斑马线，不路口，难道小区的人不配拥有吗，然后每天晚上大车毫无禁忌，和飙车一样，噪音巨大，希望政府能够实地去勘察一下，可以增加噪音隔离带，然后增加减速带，增设路口及红绿灯，可以减缓车辆速度，减少噪音污染,138,2022-03-09 09:01,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944368,我 是 新繁 街道 蓝湾 公馆 的 一个 业主 ， 房子 临成 彭路 ， 小区 门口 为什么 不设 红绿灯 ， 不设 斑马线 ， 不 路口 ， 难道 小区 的 人 不配 拥有 吗 ， 然后 每天晚上 大车 毫无 禁忌 ， 和 飙车 一样 ， 噪音 巨大 ， 希望 政府 能够 实地 去 勘察 一下 ， 可以 增加 噪音 隔离带 ， 然后 增加 减速带 ， 增设 路口 及 红绿灯 ， 可以 减缓 车辆 速度 ， 减少 噪音 污染,,"['噪音', '不设', '红绿灯']",
18,新津石笋街小学围栏内放牛问题何时处理,其他,投诉,成都,新津区,领导你好，本人居住在新津花源天府兰台三期，小区旁边是石笋街小学新津校区，目前已打围，但迟迟未进行建设，便有居民在围栏内放牛，数量多达7.8头，因为位置距离我们家很近，有以下几个问题：1.蚊子特别多。目前才3月份，导致家里全是蚊子，家里还有小孩子，老是被蚊虫叮咬；2.牛粪味特别大。厨房和生活阳台朝着学校这边，做饭或者在客厅都会闻到很大的牛屎味，确实很难闻，希望领导尽快解决此事，别让人在里面放牛了，很影响花源的形象啊。,209,2022-03-09 09:11,1,新津区网信办,您的留言已转交给相关机构进行处理，请您耐心等待回复。,26,2022-03-09 10:48,,,,,https://ly.scol.com.cn//thread?tid=2944369,领导 你好 ， 本人 居住 在 新津 花源 天府 兰台 三期 ， 小区 旁边 是 石笋 街 小学 新津 校区 ， 目前 已 打围 ， 但 迟迟 未 进行 建设 ， 便 有 居民 在 围栏 内 放牛 ， 数量 多达 7.8 头 ， 因为 位置 距离 我们 家 很 近 ， 有 以下 几个 问题 ： 1 . 蚊子 特别 多 。 目前 才 3 月份 ， 导致 家里 全是 蚊子 ， 家里 还有 小孩子 ， 老是 被 蚊虫 叮咬 ； 2 . 牛粪 味 特别 大 。 厨房 和 生活 阳台 朝着 学校 这边 ， 做饭 或者 在 客厅 都 会 闻到 很大 的 牛 屎 味 ， 确实 很 难闻 ， 希望 领导 尽快 解决 此事 ， 别 让 人 在 里面 放牛 了 ， 很 影响 花源 的 形象 啊 。,您 的 留言 已转 交给 相关 机构 进行 处理 ， 请 您 耐心 等待 回复 。,"['花源', '新津', '放牛']","['已转', '留言', '耐心']"
19,新繁镇繁川食品大道天天堵车,3.15,投诉,成都,郫都区,新繁镇繁川食品大道天天堵车，新繁客运站红绿灯到三义桥天天早上7点赌到9点30左右，有时候有交警有时候交警都没有指挥交通，希望领导早点解决这个问题，多修几条路。利济到新繁只有这一条主路可以走。,95,2022-03-09 09:20,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944370,新 繁镇 繁川 食品 大道 天天 堵车 ， 新繁 客运站 红绿灯 到 三义 桥 天天 早上 7 点 赌到 9 点 30 左右 ， 有时候 有 交警 有时候 交警 都 没有 指挥 交通 ， 希望 领导 早点 解决 这个 问题 ， 多修 几条 路 。 利济 到 新繁 只有 这 一条 主 路 可以 走 。,,"['新繁', '交警', '有时候']",
20,违章建筑,城建,投诉,成都,金牛区,金牛区金谷三路保利学府城别墅区，原本两层楼别墅，现今自己修了5层，天天噪音施工，别墅区前面是学校后面是住宅小区，施工声音严重影响了师生们的上课质量，同时也影响小区居民们的生活状态！！,91,2022-03-09 09:23,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944371,金牛区 金谷 三路 保利 学府 城 别墅区 ， 原本 两层楼 别墅 ， 现今 自己 修 了 5 层 ， 天天 噪音 施工 ， 别墅区 前面 是 学校 后面 是 住宅小区 ， 施工 声音 严重 影响 了 师生 们 的 上课 质量 ， 同时 也 影响 小区 居民 们 的 生活 状态 ！ ！,,"['别墅区', '施工', '金谷']",
21,强烈支持中和片区多校划片,教育,建言,成都,高新区,,0,2022-03-09 09:47,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944376,,,,
22,关于中和片区多校划片,3.15,建言,成都,市委书记施小琳,支持高新区关于中和片区多校划片，但是总有别有用心的既得利益者在不断挑唆和反对多校划片，希望强行让某个小区对口某个学校，试图破坏政府制定的教育公平政策，希望有关部门了解中和片区居民对于多校划片的期待，这样不仅是教育公平的体现，还有利于片区协同发展，希望尽快出台多校划片具体政策以安民心。,142,2022-03-09 09:52,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944378,支持 高新区 关于 中 和 片区 多校 划片 ， 但是 总有 别有用心 的 既得利益者 在 不断 挑唆 和 反对 多校 划片 ， 希望 强行 让 某个 小区 对口 某个 学校 ， 试图 破坏 政府 制定 的 教育 公平 政策 ， 希望 有关 部门 了解 中 和 片区 居民 对于 多校 划片 的 期待 ， 这样 不仅 是 教育 公平 的 体现 ， 还 有利于 片区 协同 发展 ， 希望 尽快 出台 多校 划片 具体 政策 以 安民 心 。,,"['划片', '多校', '片区']",
23,关于新增温江新城区域运动设施的建议,建言,建言,成都,温江区,尊敬的领导，温江新城区域涌泉，红桥两个社区随着居住人口越来越多，我们迫切需要相应的运动配套场地来满足基本的体育运动需求。目前温江区正在组织夜跑活动，个人认为此类体育运了生活方式的倡导，有利于提升广大群众的体育热情，增强身体素质。但两个社区或者更大范围内很难找到小规模的足球场地，类似双流有集成篮球场地、网球场地、足球场地的运动公园。请问温江新城是否也有类似规划，另外，位于凤凰北大街的空地是否能够考虑建设更多体育场地。盼复，谢谢。,215,2022-03-09 09:52,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944379,尊敬 的 领导 ， 温江 新城 区域 涌泉 ， 红桥 两个 社区 随着 居住 人口 越来越 多 ， 我们 迫切需要 相应 的 运动 配套 场地 来 满足 基本 的 体育运动 需求 。 目前 温江区 正在 组织 夜跑 活动 ， 个人 认为 此类 体育 运了 生活 方式 的 倡导 ， 有利于 提升 广大群众 的 体育 热情 ， 增强 身体素质 。 但 两个 社区 或者 更大 范围 内 很 难 找到 小规模 的 足球场 地 ， 类似 双流 有 集成 篮球场 地 、 网球场 地 、 足球场 地 的 运动 公园 。 请问 温江 新城 是否 也 有 类似 规划 ， 另外 ， 位于 凤凰 北大街 的 空地 是否 能够 考虑 建设 更 多 体育场地 。 盼复 ， 谢谢 。,,"['温江', '足球场', '新城']",
24,金牛区医保局两个咨询电话，无论何时何地都打不,医疗,投诉,成都,金牛区,想咨询生育险相关问题，公司买的社保，员工生育时，生育险未连续交满12月能否报销，补缴是否有效？打12333说要咨询医保，给了两个号码62011921，62011918无论何时都打不通，都在忙线。咨询电话不就是为了方便民众吗？真的至于任何都时间都打不进去吗？而且不止我一个人有这个反馈，几乎所有人都是打不进去的。,155,2022-03-09 09:56,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944380,想 咨询 生育 险 相关 问题 ， 公司 买 的 社保 ， 员工 生育 时 ， 生育 险未 连续 交满 12 月 能否 报销 ， 补缴 是否 有效 ？ 打 12333 说 要 咨询 医保 ， 给 了 两个 号码 62011921 ， 62011918 无论 何时 都 打 不通 ， 都 在 忙 线 。 咨询电话 不 就是 为了 方便 民众 吗 ？ 真的 至于 任何 都 时间 都 打 不 进去 吗 ？ 而且 不止 我 一个 人有 这个 反馈 ， 几乎 所有人 都 是 打 不 进去 的 。,,"['生育', '咨询', '进去']",
25,查询医保，显示我的身份证有多个基本信息,医疗,求助,成都,高新区,我在四川省医保公共服务平台上查询我的医保的时候，显示我的身份证号有多个参保信息，目前无法使用平台上的个人参保信息查询，个人就医，个人账户明细查询等功能，打给高新区社区发展治理和社会保障局无人接听，请帮忙解决,103,2022-03-09 09:58,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944381,我 在 四川省 医保 公共服务 平台 上 查询 我 的 医保 的 时候 ， 显示 我 的 身份证号 有 多个 参保 信息 ， 目前 无法 使用 平台 上 的 个人 参保 信息 查询 ， 个人 就医 ， 个人账户 明细 查询 等 功能 ， 打 给 高新区 社区 发展 治理 和 社会 保障局 无人 接听 ， 请 帮忙 解决,,"['查询', '参保', '医保']",
26,医保参保地更改,医疗,求助,成都,高新区,领导您好！本人户籍所在地在南充，未在南充缴纳医保，去年在成都高新区开始缴纳，但是医保电子凭证处参保地依然显示四川南充且无法选择其他城市，无法在成都药店进行医保消费，请问该如何解决呢？,91,2022-03-09 10:04,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944382,领导 您好 ！ 本人 户籍 所在地 在 南充 ， 未 在 南充 缴纳 医保 ， 去年 在 成都 高新区 开始 缴纳 ， 但是 医保 电子 凭证 处 参保 地 依然 显示 四川 南充 且 无法 选择 其他 城市 ， 无法 在 成都 药店 进行 医保 消费 ， 请问 该 如何 解决 呢 ？,,"['南充', '医保', '缴纳']",
27,关于拆迁补助咨询,拆迁,咨询,成都,东部新区,尊敬的领导，咨询下老家是东部新区三岔街道花厂村的，前几年因为修路建设，老家被占，也按要求赔付了。分的安置房还没有拿到，现要结婚了，老婆户口转过来能有赔偿吗？还有生的娃儿能赔付不？,89,2022-03-09 10:12,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944387,尊敬 的 领导 ， 咨询 下 老家 是 东部 新区 三岔 街道 花厂 村 的 ， 前 几年 因为 修路 建设 ， 老家 被 占 ， 也 按 要求 赔付 了 。 分 的 安置 房 还 没有 拿到 ， 现要 结婚 了 ， 老婆 户口 转过 来 能 有 赔偿 吗 ？ 还有 生 的 娃儿 能 赔付 不 ？,,"['赔付', '老家', '花厂']",
28,土地双挂钩,其他,咨询,成都,简阳市,你好我是简阳市镇金镇黄家厅村村民，说黄家厅村1.2.3组，有土地双挂钩的项目，请问还在继续吗，还有就是能把这个项目的实际内容给我说一下吗，不是很明白,74,2022-03-09 10:12,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944386,你好 我 是 简阳市 镇金镇 黄家 厅村 村民 ， 说 黄家 厅村 1.2 . 3 组 ， 有 土地 双 挂钩 的 项目 ， 请问 还 在 继续 吗 ， 还有 就是 能 把 这个 项目 的 实际 内容 给 我 说 一下 吗 ， 不是 很 明白,,"['厅村', '黄家', '简阳市']",
29,高新刚一买房真难,其他,建言,成都,市委书记施小琳,市领导们你们好，我是高新区的一名刚需购房者，想请问一下山河玖璋现在是不是确定不能开盘了。如果确定，高新区的刚一们该怎么办。我和我老公是大学毕业就留在成都了，都在高新区工作，后来又生了宝宝，为了买房资格我把户口也迁到高新区了，看着孩子一天天长大还没有房子真的很焦虑。高新区的购房资格能不能变通一下，能够让我可以去双流或者天府新区买房，在高新区买房真的太难了。买得起的刚需盘捂着不开，开盘的都是改善房。恳请各位领导能听一听我们高新区普通刚一购房者的心声，能够为我们提供一点点购房希望。,240,2022-03-09 10:16,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944389,市 领导 们 你们好 ， 我 是 高新区 的 一名 刚需 购房者 ， 想 请问 一下 山河 玖璋 现在 是不是 确定 不能 开盘 了 。 如果 确定 ， 高新区 的 刚 一们 该 怎么办 。 我 和 我 老公 是 大学毕业 就 留在 成都 了 ， 都 在 高新区 工作 ， 后来 又生 了 宝宝 ， 为了 买房 资格 我 把 户口 也 迁 到 高新区 了 ， 看着 孩子 一天天 长大 还 没有 房子 真的 很 焦虑 。 高新区 的 购房 资格 能 不能 变通 一下 ， 能够 让 我 可以 去 双流 或者 天府 新区 买房 ， 在 高新区 买房 真的 太难 了 。 买得起 的 刚 需盘 捂着 不 开 ， 开盘 的 都 是 改善 房 。 恳请 各位 领导 能 听 一 听 我们 高新区 普通 刚一 购房者 的 心声 ， 能够 为 我们 提供 一点点 购房 希望 。,,"['高新区', '买房', '购房者']",
30,楼顶违建在继续装修,城建,投诉,成都,金牛区,银沙正街2号院5栋一单元楼顶违章搭建又开始再继续装修了！,28,2022-03-09 10:17,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944390,银沙 正街 2 号院 5 栋 一 单元 楼顶 违章 搭建 又 开始 再 继续 装修 了 ！,,"['银沙', '正街', '号院']",
31,到期换驾照需要哪些条件,3.15,咨询,成都,市长王凤朝,我户口是简阳的，驾照是在泸州考的驾照，现在还有3个月驾照就到期了。请问需要在成都到期换驾照需要哪些条件？,52,2022-03-09 10:25,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944392,我 户口 是 简阳 的 ， 驾照 是 在 泸州 考 的 驾照 ， 现在 还有 3 个 月 驾照 就 到期 了 。 请问 需要 在 成都 到期 换 驾照 需要 哪些 条件 ？,,"['驾照', '到期', '简阳']",
32,拆迁新增人员,拆迁,投诉,成都,金堂县,你好！我是成都市金堂县淮口镇望江社区31组村民，为什么我们的拆迁过渡费已经停止发放了新增人员的过渡费还迟迟没有发放？还有就是转户的补助也一直没有发放？,75,2022-03-09 10:30,0,,,,,,,,,https://ly.scol.com.cn//thread?tid=2944396,你好 ！ 我 是 成都市 金堂县 淮 口镇 望江 社区 31 组 村民 ， 为什么 我们 的 拆迁 过渡 费 已经 停止 发放 了 新增 人员 的 过渡 费 还 迟迟 没有 发放 ？ 还有 就是 转户 的 补助 也 一直 没有 发放 ？,,"['发放', '过渡', '转户']",
